[['Portland Trail Blazers', 0.471, 8.0, 12.0, 0.692], ['San Antonio Spurs', 0.5, 16.0, 8.0, 0.765], 0]
[['Atlanta Hawks', 0.397, 16.0, 11.0, 0.667], ['Chicago Bulls', 0.398, 15.0, 23.0, 0.682], 0]
[['Indiana Pacers', 0.361, 16.0, 15.0, 0.816], ['Denver Nuggets', 0.484, 24.0, 12.0, 0.643], 1]
[['Seattle SuperSonics', 0.418, 9.0, 13.0, 0.643], ['Los Angeles Lakers', 0.456, 11.0, 11.0, 0.833], 0]
[['Milwaukee Bucks', 0.443, 19.0, 9.0, 0.789], ['Atlanta Hawks', 0.473, 13.0, 13.0, 0.833], 0]
[['Utah Jazz', 0.429, 16.0, 16.0, 0.706], ['Philadelphia 76ers', 0.549, 12.0, 9.0, 0.788], 1]
[['Memphis Grizzlies', 0.385, 7.0, 9.0, 0.719], ['Toronto Raptors', 0.512, 9.0, 9.0, 0.778], 0]
[['Cleveland Cavaliers', 0.4, 15.0, 6.0, 0.706], ['Detroit Pistons', 0.584, 11.0, 13.0, 0.739], 0]
[['Minnesota Timberwolves', 0.494, 14.0, 15.0, 0.714], ['Dallas Mavericks', 0.5, 12.0, 12.0, 0.821], 0]
[['Washington Wizards', 0.467, 10.0, 6.0, 0.8], ['San Antonio Spurs', 0.566, 7.0, 4.0, 0.765], 0]
[['Houston Rockets', 0.415, 12.0, 6.0, 0.826], ['Phoenix Suns', 0.519, 17.0, 6.0, 0.667], 1]
[['Indiana Pacers', 0.4, 17.0, 15.0, 0.692], ['Portland Trail Blazers', 0.43, 18.0, 15.0, 0.731], 1]
[['Golden State Warriors', 0.345, 19.0, 19.0, 0.861], ['Sacramento Kings', 0.416, 17.0, 13.0, 0.808], 1]
[['Orlando Magic', 0.354, 11.0, 18.0, 0.808], ['Seattle SuperSonics', 0.434, 15.0, 13.0, 0.757], 1]
[['New York Knicks', 0.303, 14.0, 7.0, 0.647], ['Boston Celtics', 0.468, 6.0, 11.0, 0.72], 0]
[['Houston Rockets', 0.446, 14.0, 12.0, 0.567], ['Golden State Warriors', 0.519, 14.0, 9.0, 0.686], 0]
[['Denver Nuggets', 0.444, 18.0, 13.0, 0.652], ['Los Angeles Lakers', 0.505, 14.0, 17.0, 0.71], 0]
[['Washington Wizards', 0.388, 8.0, 13.0, 0.731], ['Philadelphia 76ers', 0.418, 18.0, 7.0, 0.857], 0]
[['Cleveland Cavaliers', 0.39, 13.0, 8.0, 0.824], ['Toronto Raptors', 0.479, 13.0, 7.0, 0.867], 0]
[['New Orleans Hornets', 0.407, 12.0, 16.0, 0.773], ['Atlanta Hawks', 0.456, 19.0, 6.0, 0.72], 1]
[['Milwaukee Bucks', 0.462, 12.0, 8.0, 0.786], ['New York Knicks', 0.474, 12.0, 8.0, 0.565], 0]
[['Boston Celtics', 0.397, 17.0, 12.0, 0.794], ['Miami Heat', 0.457, 24.0, 7.0, 0.647], 1]
[['San Antonio Spurs', 0.457, 14.0, 13.0, 0.733], ['Minnesota Timberwolves', 0.526, 13.0, 10.0, 0.737], 1]
[['Portland Trail Blazers', 0.432, 13.0, 10.0, 0.632], ['Dallas Mavericks', 0.451, 11.0, 11.0, 0.929], 0]
[['Orlando Magic', 0.46, 17.0, 6.0, 0.64], ['Phoenix Suns', 0.494, 13.0, 5.0, 0.68], 0]
[['Los Angeles Clippers', 0.468, 20.0, 6.0, 0.897], ['Denver Nuggets', 0.541, 19.0, 9.0, 0.656], 0]
[['Indiana Pacers', 0.359, 14.0, 12.0, 0.75], ['Seattle SuperSonics', 0.427, 20.0, 8.0, 0.731], 0]
[['Los Angeles Lakers', 0.442, 20.0, 9.0, 0.833], ['Utah Jazz', 0.511, 13.0, 19.0, 0.75], 0]
[['Toronto Raptors', 0.432, 10.0, 10.0, 0.909], ['Washington Wizards', 0.565, 15.0, 5.0, 0.619], 0]
[['Philadelphia 76ers', 0.405, 14.0, 9.0, 0.828], ['New Jersey Nets', 0.419, 15.0, 10.0, 0.818], 0]
[['Minnesota Timberwolves', 0.384, 17.0, 9.0, 0.667], ['Memphis Grizzlies', 0.494, 14.0, 10.0, 0.706], 0]
[['Dallas Mavericks', 0.433, 9.0, 12.0, 0.923], ['New Orleans Hornets', 0.437, 8.0, 14.0, 0.882], 0]
[['Charlotte Bobcats', 0.493, 16.0, 8.0, 0.522], ['Chicago Bulls', 0.543, 20.0, 19.0, 0.895], 0]
[['Detroit Pistons', 0.512, 12.0, 15.0, 0.88], ['Milwaukee Bucks', 0.557, 19.0, 6.0, 0.429], 1]
[['Houston Rockets', 0.427, 13.0, 13.0, 0.88], ['Sacramento Kings', 0.448, 5.0, 11.0, 0.806], 0]
[['Cleveland Cavaliers', 0.329, 17.0, 11.0, 0.583], ['Boston Celtics', 0.375, 15.0, 11.0, 0.75], 0]
[['Indiana Pacers', 0.416, 16.0, 14.0, 0.783], ['Los Angeles Clippers', 0.442, 16.0, 8.0, 0.75], 1]
[['Portland Trail Blazers', 0.4, 9.0, 10.0, 0.75], ['San Antonio Spurs', 0.487, 4.0, 8.0, 0.783], 0]
[['New Jersey Nets', 0.455, 13.0, 12.0, 0.952], ['Detroit Pistons', 0.563, 8.0, 14.0, 0.759], 0]
[['Phoenix Suns', 0.465, 11.0, 15.0, 0.621], ['New York Knicks', 0.583, 11.0, 6.0, 0.714], 1]
[['Miami Heat', 0.375, 16.0, 11.0, 0.694], ['Denver Nuggets', 0.489, 12.0, 10.0, 0.704], 0]
[['Golden State Warriors', 0.414, 16.0, 12.0, 0.759], ['Seattle SuperSonics', 0.427, 11.0, 12.0, 0.667], 1]
[['Orlando Magic', 0.412, 22.0, 14.0, 0.9], ['Los Angeles Lakers', 0.432, 16.0, 8.0, 0.857], 1]
[['Atlanta Hawks', 0.4, 17.0, 8.0, 0.68], ['Philadelphia 76ers', 0.446, 12.0, 10.0, 0.733], 1]
[['Charlotte Bobcats', 0.333, 10.0, 13.0, 0.857], ['Toronto Raptors', 0.507, 12.0, 14.0, 0.778], 0]
[['Portland Trail Blazers', 0.465, 14.0, 12.0, 0.857], ['Memphis Grizzlies', 0.512, 10.0, 10.0, 0.667], 1]
[['Dallas Mavericks', 0.345, 10.0, 16.0, 0.912], ['Chicago Bulls', 0.486, 13.0, 5.0, 0.96], 1]
[['Miami Heat', 0.533, 12.0, 9.0, 0.516], ['Utah Jazz', 0.538, 12.0, 8.0, 0.714], 0]
[['Orlando Magic', 0.378, 15.0, 18.0, 0.774], ['Golden State Warriors', 0.479, 19.0, 12.0, 0.688], 1]
[['Detroit Pistons', 0.432, 14.0, 9.0, 0.9], ['Atlanta Hawks', 0.519, 14.0, 11.0, 0.941], 1]
[['New Jersey Nets', 0.346, 12.0, 16.0, 0.789], ['Cleveland Cavaliers', 0.515, 10.0, 12.0, 0.686], 1]
[['Phoenix Suns', 0.471, 17.0, 14.0, 0.842], ['Indiana Pacers', 0.495, 11.0, 9.0, 0.903], 1]
[['Los Angeles Lakers', 0.444, 18.0, 11.0, 0.667], ['Minnesota Timberwolves', 0.543, 11.0, 7.0, 0.692], 1]
[['Utah Jazz', 0.472, 16.0, 11.0, 0.818], ['Sacramento Kings', 0.5, 13.0, 11.0, 0.766], 0]
[['Milwaukee Bucks', 0.387, 10.0, 4.0, 0.824], ['Los Angeles Clippers', 0.44, 14.0, 11.0, 0.783], 1]
[['Chicago Bulls', 0.408, 14.0, 9.0, 0.583], ['Charlotte Bobcats', 0.478, 19.0, 8.0, 0.778], 1]
[['Boston Celtics', 0.526, 11.0, 9.0, 0.885], ['Philadelphia 76ers', 0.557, 13.0, 8.0, 0.688], 1]
[['Phoenix Suns', 0.554, 12.0, 12.0, 0.688], ['Toronto Raptors', 0.589, 12.0, 9.0, 0.895], 1]
[['Cleveland Cavaliers', 0.432, 14.0, 6.0, 0.857], ['Washington Wizards', 0.53, 12.0, 13.0, 0.813], 0]
[['New York Knicks', 0.443, 13.0, 11.0, 0.763], ['New Jersey Nets', 0.485, 10.0, 3.0, 0.811], 1]
[['Detroit Pistons', 0.347, 13.0, 14.0, 0.87], ['New Orleans Hornets', 0.412, 6.0, 13.0, 0.833], 1]
[['Memphis Grizzlies', 0.43, 11.0, 13.0, 0.652], ['Houston Rockets', 0.506, 9.0, 17.0, 0.632], 0]
[['Dallas Mavericks', 0.449, 14.0, 4.0, 0.829], ['San Antonio Spurs', 0.456, 12.0, 6.0, 0.864], 0]
[['Los Angeles Lakers', 0.45, 15.0, 12.0, 0.744], ['Denver Nuggets', 0.476, 15.0, 11.0, 0.656], 1]
[['Milwaukee Bucks', 0.402, 23.0, 16.0, 0.68], ['Golden State Warriors', 0.523, 17.0, 10.0, 0.938], 0]
[['Los Angeles Clippers', 0.346, 14.0, 7.0, 0.882], ['Seattle SuperSonics', 0.461, 20.0, 6.0, 0.792], 0]
[['Minnesota Timberwolves', 0.389, 17.0, 20.0, 0.786], ['Atlanta Hawks', 0.405, 13.0, 9.0, 0.784], 0]
[['Denver Nuggets', 0.414, 18.0, 16.0, 0.882], ['Dallas Mavericks', 0.505, 7.0, 9.0, 0.694], 1]
[['Miami Heat', 0.506, 10.0, 13.0, 0.75], ['Portland Trail Blazers', 0.512, 13.0, 15.0, 0.542], 0]
[['Chicago Bulls', 0.395, 7.0, 12.0, 0.778], ['Detroit Pistons', 0.438, 9.0, 17.0, 0.846], 1]
[['Indiana Pacers', 0.432, 23.0, 11.0, 0.818], ['Orlando Magic', 0.453, 16.0, 11.0, 0.788], 1]
[['New York Knicks', 0.43, 10.0, 15.0, 0.471], ['Philadelphia 76ers', 0.488, 12.0, 12.0, 0.765], 0]
[['Phoenix Suns', 0.474, 11.0, 14.0, 0.8], ['Washington Wizards', 0.549, 11.0, 9.0, 0.733], 1]
[['Toronto Raptors', 0.425, 19.0, 9.0, 0.833], ['Boston Celtics', 0.527, 20.0, 8.0, 0.833], 0]
[['Houston Rockets', 0.422, 17.0, 14.0, 0.857], ['New Jersey Nets', 0.467, 10.0, 7.0, 0.792], 1]
[['Memphis Grizzlies', 0.455, 12.0, 17.0, 0.783], ['New Orleans Hornets', 0.55, 18.0, 7.0, 0.767], 0]
[['Utah Jazz', 0.438, 13.0, 11.0, 0.789], ['San Antonio Spurs', 0.542, 20.0, 8.0, 0.708], 0]
[['Los Angeles Clippers', 0.38, 15.0, 14.0, 0.724], ['Sacramento Kings', 0.479, 17.0, 9.0, 0.75], 1]
[['Miami Heat', 0.415, 8.0, 17.0, 0.857], ['Golden State Warriors', 0.494, 18.0, 18.0, 0.714], 0]
[['Milwaukee Bucks', 0.374, 9.0, 17.0, 0.786], ['Seattle SuperSonics', 0.44, 15.0, 11.0, 0.829], 0]
[['Memphis Grizzlies', 0.405, 17.0, 15.0, 0.737], ['Atlanta Hawks', 0.41, 18.0, 10.0, 0.813], 0]
[['Cleveland Cavaliers', 0.438, 19.0, 9.0, 0.75], ['Charlotte Bobcats', 0.457, 25.0, 14.0, 0.742], 0]
[['Philadelphia 76ers', 0.357, 16.0, 8.0, 0.71], ['New York Knicks', 0.531, 14.0, 14.0, 0.545], 1]
[['Phoenix Suns', 0.444, 15.0, 19.0, 0.727], ['Minnesota Timberwolves', 0.458, 15.0, 8.0, 0.667], 0]
[['Boston Celtics', 0.36, 9.0, 13.0, 0.727], ['Chicago Bulls', 0.516, 17.0, 7.0, 0.864], 1]
[['Utah Jazz', 0.597, 13.0, 12.0, 0.857], ['Dallas Mavericks', 0.605, 15.0, 16.0, 0.71], 0]
[['Sacramento Kings', 0.444, 22.0, 7.0, 0.923], ['Denver Nuggets', 0.462, 24.0, 12.0, 0.794], 0]
[['Houston Rockets', 0.4, 13.0, 8.0, 0.708], ['Toronto Raptors', 0.419, 10.0, 18.0, 0.783], 0]
[['Miami Heat', 0.463, 15.0, 6.0, 0.833], ['Los Angeles Clippers', 0.506, 12.0, 6.0, 0.704], 1]
[['Charlotte Bobcats', 0.43, 11.0, 8.0, 0.786], ['Detroit Pistons', 0.471, 16.0, 13.0, 0.889], 0]
[['Milwaukee Bucks', 0.435, 14.0, 16.0, 0.893], ['Portland Trail Blazers', 0.563, 18.0, 8.0, 0.903], 0]
[['Seattle SuperSonics', 0.378, 15.0, 19.0, 0.8], ['New Orleans Hornets', 0.457, 12.0, 9.0, 0.556], 0]
[['New Jersey Nets', 0.413, 8.0, 12.0, 0.944], ['Washington Wizards', 0.486, 17.0, 7.0, 0.688], 0]
[['Golden State Warriors', 0.463, 17.0, 16.0, 0.773], ['Los Angeles Lakers', 0.531, 15.0, 6.0, 0.763], 0]
[['Atlanta Hawks', 0.397, 19.0, 8.0, 0.6], ['Orlando Magic', 0.427, 8.0, 9.0, 0.767], 1]
[['Houston Rockets', 0.411, 23.0, 16.0, 0.92], ['Philadelphia 76ers', 0.513, 13.0, 11.0, 0.682], 0]
[['Dallas Mavericks', 0.402, 10.0, 14.0, 0.773], ['New York Knicks', 0.537, 9.0, 7.0, 0.655], 1]
[['Miami Heat', 0.484, 9.0, 9.0, 0.615], ['Phoenix Suns', 0.588, 15.0, 10.0, 0.87], 1]
[['Milwaukee Bucks', 0.429, 12.0, 11.0, 0.765], ['Sacramento Kings', 0.462, 14.0, 13.0, 0.64], 0]
[['Toronto Raptors', 0.388, 11.0, 13.0, 0.808], ['Atlanta Hawks', 0.45, 9.0, 8.0, 0.793], 1]
[['Indiana Pacers', 0.463, 13.0, 8.0, 0.741], ['Cleveland Cavaliers', 0.547, 16.0, 9.0, 0.771], 0]
[['Minnesota Timberwolves', 0.407, 10.0, 10.0, 0.9], ['Washington Wizards', 0.424, 11.0, 20.0, 0.833], 0]
[['Los Angeles Clippers', 0.321, 13.0, 17.0, 0.778], ['New Jersey Nets', 0.446, 20.0, 13.0, 0.71], 1]
[['Detroit Pistons', 0.468, 13.0, 12.0, 0.774], ['Memphis Grizzlies', 0.506, 8.0, 9.0, 0.844], 1]
[['Seattle SuperSonics', 0.494, 17.0, 7.0, 0.708], ['Chicago Bulls', 0.537, 11.0, 11.0, 0.813], 0]
[['Portland Trail Blazers', 0.386, 15.0, 21.0, 0.696], ['Utah Jazz', 0.478, 19.0, 6.0, 0.806], 1]
[['San Antonio Spurs', 0.385, 21.0, 16.0, 0.75], ['Golden State Warriors', 0.392, 9.0, 19.0, 0.722], 0]
[['Los Angeles Clippers', 0.449, 14.0, 10.0, 0.774], ['Charlotte Bobcats', 0.5, 11.0, 10.0, 0.71], 0]
[['Chicago Bulls', 0.427, 12.0, 14.0, 0.958], ['Indiana Pacers', 0.557, 16.0, 7.0, 0.9], 0]
[['Minnesota Timberwolves', 0.444, 14.0, 12.0, 0.64], ['Philadelphia 76ers', 0.459, 17.0, 15.0, 0.806], 0]
[['Dallas Mavericks', 0.385, 11.0, 15.0, 0.6], ['Toronto Raptors', 0.434, 8.0, 10.0, 0.8], 0]
[['Sacramento Kings', 0.391, 8.0, 11.0, 0.938], ['Boston Celtics', 0.443, 20.0, 9.0, 0.917], 0]
[['Seattle SuperSonics', 0.474, 14.0, 19.0, 0.7], ['New York Knicks', 0.58, 11.0, 8.0, 0.72], 1]
[['Detroit Pistons', 0.361, 9.0, 12.0, 0.591], ['Houston Rockets', 0.459, 12.0, 10.0, 0.273], 0]
[['Orlando Magic', 0.338, 18.0, 10.0, 0.615], ['Milwaukee Bucks', 0.5, 21.0, 8.0, 0.694], 0]
[['New Orleans Hornets', 0.464, 13.0, 10.0, 0.815], ['Denver Nuggets', 0.471, 17.0, 11.0, 0.8], 0]
[['Golden State Warriors', 0.402, 15.0, 14.0, 0.923], ['Portland Trail Blazers', 0.463, 11.0, 11.0, 0.767], 0]
[['Utah Jazz', 0.438, 14.0, 17.0, 0.63], ['Phoenix Suns', 0.46, 15.0, 15.0, 0.905], 0]
[['Washington Wizards', 0.456, 8.0, 14.0, 0.722], ['Miami Heat', 0.466, 14.0, 7.0, 0.714], 1]
[['San Antonio Spurs', 0.41, 15.0, 8.0, 0.769], ['Los Angeles Lakers', 0.432, 8.0, 11.0, 0.714], 0]
[['Toronto Raptors', 0.433, 14.0, 11.0, 0.6], ['Indiana Pacers', 0.457, 15.0, 12.0, 0.87], 1]
[['Sacramento Kings', 0.514, 21.0, 10.0, 0.667], ['Philadelphia 76ers', 0.538, 19.0, 13.0, 0.857], 1]
[['Milwaukee Bucks', 0.43, 20.0, 13.0, 0.769], ['Boston Celtics', 0.467, 13.0, 11.0, 0.867], 0]
[['Orlando Magic', 0.456, 14.0, 10.0, 0.5], ['Charlotte Bobcats', 0.536, 16.0, 11.0, 0.579], 1]
[['Atlanta Hawks', 0.355, 11.0, 15.0, 0.771], ['Detroit Pistons', 0.452, 14.0, 11.0, 0.724], 0]
[['Los Angeles Clippers', 0.405, 25.0, 12.0, 0.955], ['Memphis Grizzlies', 0.432, 16.0, 11.0, 0.694], 1]
[['Seattle SuperSonics', 0.393, 21.0, 13.0, 0.692], ['Minnesota Timberwolves', 0.435, 19.0, 17.0, 0.857], 1]
[['Cleveland Cavaliers', 0.469, 13.0, 11.0, 0.875], ['New Jersey Nets', 0.488, 11.0, 14.0, 0.71], 0]
[['New York Knicks', 0.414, 12.0, 13.0, 0.762], ['Chicago Bulls', 0.47, 15.0, 12.0, 0.857], 0]
[['New Orleans Hornets', 0.357, 13.0, 17.0, 0.833], ['Dallas Mavericks', 0.473, 17.0, 12.0, 0.8], 0]
[['Utah Jazz', 0.394, 12.0, 18.0, 0.739], ['Portland Trail Blazers', 0.441, 14.0, 6.0, 0.804], 0]
[['Los Angeles Lakers', 0.424, 20.0, 17.0, 0.757], ['Golden State Warriors', 0.444, 15.0, 11.0, 0.8], 0]
[['Charlotte Bobcats', 0.485, 14.0, 6.0, 0.733], ['Atlanta Hawks', 0.485, 20.0, 9.0, 0.593], 0]
[['Memphis Grizzlies', 0.512, 14.0, 13.0, 0.771], ['Orlando Magic', 0.529, 10.0, 6.0, 0.808], 1]
[['Sacramento Kings', 0.42, 12.0, 10.0, 0.882], ['Washington Wizards', 0.433, 19.0, 9.0, 0.609], 0]
[['Philadelphia 76ers', 0.386, 15.0, 14.0, 0.821], ['Cleveland Cavaliers', 0.427, 18.0, 8.0, 0.826], 1]
[['Indiana Pacers', 0.447, 18.0, 13.0, 0.688], ['Miami Heat', 0.467, 19.0, 9.0, 0.811], 1]
[['New Jersey Nets', 0.421, 12.0, 14.0, 0.667], ['New York Knicks', 0.463, 10.0, 7.0, 0.438], 0]
[['Phoenix Suns', 0.407, 11.0, 13.0, 0.833], ['New Orleans Hornets', 0.475, 11.0, 5.0, 0.875], 0]
[['Dallas Mavericks', 0.408, 19.0, 16.0, 0.789], ['Houston Rockets', 0.507, 12.0, 8.0, 0.944], 1]
[['Minnesota Timberwolves', 0.429, 6.0, 11.0, 0.909], ['Milwaukee Bucks', 0.463, 11.0, 9.0, 0.846], 0]
[['Denver Nuggets', 0.474, 17.0, 5.0, 0.867], ['San Antonio Spurs', 0.488, 17.0, 12.0, 0.692], 0]
[['Seattle SuperSonics', 0.329, 19.0, 11.0, 0.826], ['Utah Jazz', 0.493, 17.0, 5.0, 0.8], 0]
[['Golden State Warriors', 0.418, 17.0, 13.0, 0.652], ['Detroit Pistons', 0.506, 9.0, 12.0, 0.833], 0]
[['Boston Celtics', 0.389, 17.0, 9.0, 0.737], ['Toronto Raptors', 0.493, 9.0, 4.0, 0.563], 1]
[['Portland Trail Blazers', 0.488, 14.0, 11.0, 0.76], ['Denver Nuggets', 0.545, 14.0, 18.0, 0.737], 1]
[['Los Angeles Clippers', 0.388, 14.0, 18.0, 0.742], ['Los Angeles Lakers', 0.538, 14.0, 7.0, 0.773], 0]
[['Utah Jazz', 0.482, 13.0, 16.0, 0.69], ['Atlanta Hawks', 0.576, 20.0, 14.0, 0.72], 0]
[['Milwaukee Bucks', 0.4, 11.0, 15.0, 0.781], ['Cleveland Cavaliers', 0.424, 18.0, 15.0, 0.727], 0]
[['Minnesota Timberwolves', 0.372, 13.0, 13.0, 0.738], ['Miami Heat', 0.384, 19.0, 11.0, 0.739], 0]
[['Indiana Pacers', 0.38, 18.0, 15.0, 0.778], ['New York Knicks', 0.583, 20.0, 9.0, 1.0], 1]
[['Golden State Warriors', 0.518, 16.0, 7.0, 0.69], ['Memphis Grizzlies', 0.534, 15.0, 13.0, 0.8], 1]
[['Orlando Magic', 0.524, 7.0, 9.0, 0.75], ['Dallas Mavericks', 0.525, 8.0, 8.0, 0.92], 0]
[['Phoenix Suns', 0.459, 14.0, 13.0, 0.8], ['San Antonio Spurs', 0.468, 10.0, 6.0, 0.815], 1]
[['New Orleans Hornets', 0.408, 13.0, 18.0, 0.714], ['Portland Trail Blazers', 0.418, 9.0, 12.0, 0.75], 0]
[['Sacramento Kings', 0.455, 14.0, 7.0, 0.821], ['New Jersey Nets', 0.506, 20.0, 13.0, 0.731], 1]
[['Los Angeles Lakers', 0.43, 11.0, 17.0, 0.821], ['Chicago Bulls', 0.481, 18.0, 7.0, 0.706], 1]
[['Toronto Raptors', 0.375, 6.0, 11.0, 0.654], ['Los Angeles Clippers', 0.39, 15.0, 11.0, 0.857], 1]
[['Miami Heat', 0.465, 17.0, 8.0, 0.857], ['Atlanta Hawks', 0.519, 15.0, 12.0, 0.861], 0]
[['Detroit Pistons', 0.403, 14.0, 10.0, 0.87], ['Boston Celtics', 0.493, 15.0, 10.0, 0.619], 1]
[['Utah Jazz', 0.435, 15.0, 9.0, 0.786], ['Charlotte Bobcats', 0.461, 20.0, 11.0, 0.76], 0]
[['Philadelphia 76ers', 0.346, 18.0, 12.0, 0.848], ['Indiana Pacers', 0.457, 8.0, 7.0, 0.778], 0]
[['Chicago Bulls', 0.386, 18.0, 12.0, 0.692], ['Washington Wizards', 0.416, 12.0, 13.0, 0.762], 1]
[['Cleveland Cavaliers', 0.438, 12.0, 12.0, 0.619], ['New York Knicks', 0.562, 15.0, 9.0, 0.72], 0]
[['San Antonio Spurs', 0.414, 11.0, 12.0, 0.778], ['Memphis Grizzlies', 0.44, 17.0, 8.0, 0.8], 0]
[['Sacramento Kings', 0.486, 20.0, 11.0, 0.684], ['Milwaukee Bucks', 0.487, 13.0, 10.0, 0.783], 1]
[['Golden State Warriors', 0.448, 16.0, 12.0, 0.765], ['Minnesota Timberwolves', 0.488, 13.0, 9.0, 0.818], 1]
[['Orlando Magic', 0.341, 11.0, 17.0, 0.677], ['Houston Rockets', 0.41, 15.0, 11.0, 0.846], 1]
[['Phoenix Suns', 0.46, 16.0, 19.0, 0.88], ['Dallas Mavericks', 0.524, 18.0, 7.0, 0.842], 0]
[['Toronto Raptors', 0.5, 10.0, 10.0, 0.8], ['Portland Trail Blazers', 0.506, 12.0, 10.0, 0.765], 0]
[['New Orleans Hornets', 0.424, 14.0, 16.0, 0.842], ['Seattle SuperSonics', 0.489, 11.0, 14.0, 0.6], 1]
[['New Jersey Nets', 0.46, 15.0, 20.0, 0.767], ['Miami Heat', 0.465, 12.0, 16.0, 0.69], 1]
[['Los Angeles Lakers', 0.415, 10.0, 15.0, 0.767], ['Cleveland Cavaliers', 0.45, 13.0, 12.0, 0.667], 0]
[['Houston Rockets', 0.366, 14.0, 27.0, 0.735], ['Denver Nuggets', 0.402, 18.0, 13.0, 0.68], 0]
[['Chicago Bulls', 0.355, 21.0, 14.0, 0.667], ['Boston Celtics', 0.443, 22.0, 8.0, 0.786], 0]
[['New York Knicks', 0.409, 17.0, 22.0, 0.536], ['Charlotte Bobcats', 0.5, 13.0, 9.0, 0.686], 0]
[['Utah Jazz', 0.455, 19.0, 12.0, 0.625], ['Orlando Magic', 0.532, 13.0, 13.0, 0.765], 1]
[['Los Angeles Lakers', 0.455, 12.0, 10.0, 0.857], ['Philadelphia 76ers', 0.489, 16.0, 15.0, 0.75], 1]
[['Atlanta Hawks', 0.446, 9.0, 7.0, 0.773], ['Washington Wizards', 0.452, 14.0, 16.0, 0.8], 1]
[['Memphis Grizzlies', 0.338, 22.0, 11.0, 0.652], ['Detroit Pistons', 0.42, 8.0, 12.0, 0.8], 0]
[['Indiana Pacers', 0.451, 10.0, 13.0, 0.719], ['Minnesota Timberwolves', 0.538, 11.0, 12.0, 0.828], 0]
[['Los Angeles Clippers', 0.43, 10.0, 16.0, 0.632], ['Dallas Mavericks', 0.551, 14.0, 6.0, 0.783], 0]
[['Denver Nuggets', 0.453, 13.0, 10.0, 0.759], ['Portland Trail Blazers', 0.456, 11.0, 10.0, 0.76], 0]
[['Toronto Raptors', 0.495, 13.0, 10.0, 0.833], ['Seattle SuperSonics', 0.56, 13.0, 5.0, 0.905], 0]
[['Washington Wizards', 0.402, 9.0, 11.0, 0.75], ['Indiana Pacers', 0.403, 15.0, 11.0, 0.692], 0]
[['Utah Jazz', 0.447, 13.0, 14.0, 0.674], ['Miami Heat', 0.519, 12.0, 11.0, 0.87], 0]
[['Golden State Warriors', 0.386, 16.0, 15.0, 0.84], ['New Jersey Nets', 0.422, 22.0, 21.0, 0.6], 0]
[['Philadelphia 76ers', 0.442, 10.0, 14.0, 0.69], ['Memphis Grizzlies', 0.493, 18.0, 11.0, 0.625], 1]
[['Minnesota Timberwolves', 0.388, 21.0, 12.0, 0.571], ['New Orleans Hornets', 0.53, 9.0, 9.0, 0.857], 0]
[['Houston Rockets', 0.456, 12.0, 12.0, 0.846], ['Chicago Bulls', 0.484, 12.0, 20.0, 0.737], 1]
[['Charlotte Bobcats', 0.494, 17.0, 15.0, 0.692], ['Milwaukee Bucks', 0.506, 17.0, 10.0, 0.563], 0]
[['Los Angeles Clippers', 0.451, 12.0, 13.0, 0.769], ['San Antonio Spurs', 0.463, 8.0, 6.0, 0.75], 0]
[['Toronto Raptors', 0.4, 6.0, 19.0, 0.867], ['Phoenix Suns', 0.523, 7.0, 10.0, 0.724], 0]
[['Los Angeles Lakers', 0.395, 17.0, 17.0, 0.711], ['New York Knicks', 0.435, 8.0, 8.0, 0.65], 1]
[['Golden State Warriors', 0.411, 12.0, 19.0, 0.643], ['Cleveland Cavaliers', 0.521, 17.0, 5.0, 0.88], 1]
[['Houston Rockets', 0.403, 17.0, 8.0, 0.696], ['Detroit Pistons', 0.416, 14.0, 11.0, 0.793], 0]
[['Orlando Magic', 0.441, 14.0, 8.0, 0.639], ['Boston Celtics', 0.521, 14.0, 6.0, 0.792], 0]
[['Denver Nuggets', 0.429, 19.0, 12.0, 0.864], ['Sacramento Kings', 0.433, 13.0, 10.0, 0.613], 1]
[['Miami Heat', 0.431, 18.0, 12.0, 0.543], ['Cleveland Cavaliers', 0.442, 13.0, 11.0, 0.706], 0]
[['Phoenix Suns', 0.472, 10.0, 11.0, 0.656], ['Los Angeles Lakers', 0.523, 14.0, 13.0, 0.844], 0]
[['Seattle SuperSonics', 0.387, 6.0, 19.0, 0.714], ['Portland Trail Blazers', 0.408, 13.0, 12.0, 0.667], 0]
[['Miami Heat', 0.405, 15.0, 11.0, 0.727], ['Philadelphia 76ers', 0.5, 17.0, 7.0, 0.76], 0]
[['Indiana Pacers', 0.417, 19.0, 10.0, 0.739], ['Atlanta Hawks', 0.452, 19.0, 15.0, 0.867], 0]
[['Washington Wizards', 0.432, 10.0, 11.0, 0.667], ['Charlotte Bobcats', 0.488, 14.0, 10.0, 0.85], 1]
[['New York Knicks', 0.402, 12.0, 12.0, 0.818], ['Orlando Magic', 0.533, 16.0, 10.0, 0.733], 0]
[['Detroit Pistons', 0.462, 15.0, 9.0, 0.8], ['New Jersey Nets', 0.538, 11.0, 6.0, 0.722], 1]
[['New Orleans Hornets', 0.476, 17.0, 11.0, 0.846], ['Memphis Grizzlies', 0.558, 9.0, 8.0, 0.8], 1]
[['Chicago Bulls', 0.41, 11.0, 12.0, 0.7], ['San Antonio Spurs', 0.474, 10.0, 10.0, 0.609], 0]
